theme_key	name	nameable	rationale	n_members	kind	example_node	checks_failed	model	prompt_version	status
40b91bc801c90020	Regulated exocytosis and secretory vesicle release	true	Overlapped with sibling themes like 'Vesicular membrane trafficking', 'Protein sorting, secretion and endosomal trafficking', and 'Golgi-derived vesicle transport'; narrowed to focus on regulated secretory exocytosis specifically.	12	internal	n0759		claude-sonnet-5	name-v2	current
426993359ff867dd	Axon and dendrite morphogenesis	true	Overlapped with sibling 'Synapse structure and function' on connectivity aspects; narrowing to morphogenesis of neuronal processes distinguishes it from synaptic structure/function and transmission siblings.	31	internal	n0277		claude-sonnet-5	name-v2	current
4288f22ec0d8f886	Base excision repair	true	Both the child theme and the direct members (BER, its Reactome counterpart, and depyrimidination as a base-loss step feeding into it) all describe the base-excision repair pathway and its initiating lesions.	8	internal	n0009		claude-sonnet-5	name-v2	current
4293c37aa2d0976c	GCN2-mediated amino acid stress signaling	true	Overlapped with sibling 'Integrated stress response and eIF2α signalling' by repeating 'Integrated stress response'; narrowed to the specific upstream kinase/nutrient-sensing branch.	13	internal	n0437		claude-sonnet-5	name-v2	current
42952fb94b14be84	Ureteric bud branching program	true	Overlapped with parent 'Epithelial organ morphogenesis' and near-duplicated 'Kidney and lung morphogenesis'; renamed to specify the branching mechanism distinct from the glomerular filtration sibling.	5	leaf	n0258		claude-sonnet-5	name-v2	current
42b3ba218382a599	Cardiac chamber and vasculature morphogenesis	true	Overlapped heavily with sibling 'Heart and tube-organ development' and 'Kidney and lung morphogenesis', both covering tubular organ formation; narrowed to focus on cardiac/vascular structures specifically.	23	internal	n0637		claude-sonnet-5	name-v2	current
42e5c220037eb9a2	Heme metabolism and bilirubin excretion	true	Distinct from parent (broader porphyrin/metal homeostasis) and sibling (metal ion detoxification); no collision.	6	leaf	n0430		claude-sonnet-5	name-v2	current
42fbe0ba2e090426	mTOR nutrient sensing pathway	true	Overlaps parent 'Stress and nutrient signalling with p53' by repeating both stress and nutrient signalling terms; narrowing to mTOR-specific nutrient sensing distinguishes it from sibling 'Cellular stress response'.	11	internal	n0505		claude-sonnet-5	name-v2	current
432466b59e1817fb	Host-dependent viral replication and assembly	true	Focuses on replication/assembly dependent on host machinery, distinct from parent's entry/assembly scope and sibling's SARS-CoV-2 entry focus.	7	leaf	n0038		claude-sonnet-5	name-v2	current
435b8bc807b3342e	p53-mediated apoptosis and transcriptional regulation	true	Distinct from parent (cell cycle arrest) and sibling (DNA damage response and repair); no collision.	10	internal	n0749		claude-sonnet-5	name-v2	current
43ac54671f799273	DNA damage checkpoint signalling	true	Nearly identical to parent 'DNA damage response and genome maintenance' and sibling 'DNA damage response and repair'; narrowed to checkpoint signalling to distinguish from repair mechanisms.	46	internal	n0214		claude-sonnet-5	name-v2	current
43ff467d5430e844	mRNA decay pathway mechanisms	true	Too similar to sibling 'RNA processing and turnover'; specifying mRNA decay mechanisms distinguishes it as focused on mRNA-specific degradation pathways rather than general RNA processing.	6	leaf	n0254	mechanisms	claude-sonnet-5	name-v2	current
4405a5ac3a013acb	Prostaglandin and eicosanoid signalling	true	Distinct from parents (broader GPCR lipid/nucleotide categories) and sibling (biosynthesis of resolvins, not signalling).	6	internal	n0149		claude-sonnet-5	name-v2	current
441fad2f765bbba2	Fluid and osmotic homeostasis signalling	true	Covers water/glycerol channel transport plus receptor-based signalling (guanylyl cyclase, calcitonin family) and organismal homeostasis that regulate fluid balance and osmotic tone, broader than the channel-transport child but not extending to unrelated signalling.	11	internal	n0794		claude-sonnet-5	name-v2	current
44bbffeb0cd02d68	Lipid mediator and GPCR-linked inflammatory signalling	true	Distinct from siblings, which cover differentiation, antigen presentation, cytotoxicity, and other signalling axes; this one is specifically lipid mediator and GPCR-linked pathways.	16	internal	n0306		claude-sonnet-5	name-v2	current
456a7ac9b93485f2	Chemosensory and photic stimulus detection	true	Too close to parent 'Mechanosensory and chemosensory transduction' and sibling 'Sensory stimulus transduction channels'; narrowing to chemosensory and light detection distinguishes it from the channel-focused and mechanotransduction siblings.	5	leaf	n0339		claude-sonnet-5	name-v2	current
457d1d440fb2a059	Dendritic spine and synaptic glutamate receptor regulation	true	Focuses specifically on glutamate receptor regulation, distinct from the broader plasticity signalling sibling and cytoskeletal remodeling sibling, and more specific than the parent.	8	leaf	n0576	in_range	claude-sonnet-5	name-v2	current
46fda0547761529f	Collagen-based connective tissue integrity	true	Overlapped with parent 'Proteoglycan turnover and remodeling' (too broad) and sibling 'Extracellular matrix remodelling in vascular repair'; narrowing to collagen-based structural integrity distinguishes it.	6	leaf	n0337		claude-sonnet-5	name-v2	current
4724a888d9cf3787	Nucleotide biosynthesis pathways	true	Repeated the parent 'Nucleotide metabolism disorders' name stem and overlapped with sibling 'Nucleotide and phosphate metabolism'; narrowing to biosynthesis pathways distinguishes it.	21	internal	n0031	pathways	claude-sonnet-5	name-v2	current
47290ac8cde2d13b	IL-6/gp130-JAK-STAT3 signalling	true	Name is specific and distinct from parent, no sibling collisions.	4	leaf	n0103		claude-sonnet-5	name-v2	current
473ebcfcfb655c76	Strand invasion intermediate resolution	true	Repeated parent 'Strand invasion intermediate repair' and too generic vs siblings; narrowed to describe the specific repair step distinguishing it from replication restart and double-strand break repair siblings.	24	internal	n0502		claude-sonnet-5	name-v2	current
47db72598dfbf956	Phagocyte antimicrobial effector mechanisms	true	Name is distinct from parent and siblings; it specifically denotes phagocyte antimicrobial killing mechanisms, not covered by any sibling.	22	internal	n0800	mechanisms	claude-sonnet-5	name-v2	current
48fdb5bf93e56d28	Retinoid metabolism and signalling	true	No siblings to collide with, and name is distinct from parent 'Fat-soluble vitamin transport and metabolism' by specifying retinoid pathway.	6	leaf	n0112		claude-sonnet-5	name-v2	current
493b442639202b07	Myogenic transcription factor regulation	true	Parent 'Satellite cell proliferation and differentiation' already covers general myogenesis regulation; narrowing to the transcription factor control aspect distinguishes this theme.	6	leaf	n0131		claude-sonnet-5	name-v2	current
4975b60b647ae7ad	Nuclear-mitochondrial RNA processing crosstalk	true	Overlapped with sibling 'Mitochondrial and cytosolic gene expression' and echoed parent's mitochondrial gene expression scope; narrowed to focus on RNA/protein processing machinery spanning nuclear and mitochondrial compartments.	17	internal	n0758		claude-sonnet-5	name-v2	current
498d99ca5a2fe9b4	Mitotic chromatin and nuclear envelope dynamics	true	Distinct from parent (which is broader, covering assembly/maintenance) and sibling (chromatin assembly and genome maintenance); this theme specifically covers mitotic chromatin condensation and nuclear envelope breakdown/reformation.	12	internal	n0776		claude-sonnet-5	name-v2	current
49a9b97a11018196	miRNA-mediated mRNA silencing and turnover	true	Distinct from parent (nonsense-mediated decay) and no siblings; name specifies miRNA-mediated mechanism clearly.	9	internal	n0211		claude-sonnet-5	name-v2	current
49c1321c9739634b	cAMP-PKA signal transduction	true	Collides with sibling 'cAMP metabolism and signalling'; narrowed to the PKA-mediated signal transduction aspect, distinct from cAMP metabolism/turnover.	9	internal	n0218		claude-sonnet-5	name-v2	current
4b81d2068362bddf	PDGF receptor signalling in mesangial precursors	true	Overlapped with sibling 'Glomerular mesangial cell and capillary development' which also covers mesenchymal signalling; narrowed to specific receptor pathway distinguishing it from the broader developmental sibling.	5	leaf	n0151		claude-sonnet-5	name-v2	current
4c09f4aa3c1a6a34	Intestinal lipid and cholesterol absorption	true	Distinct from parent (broader lipoprotein remodeling and lipid absorption) and sibling (triglyceride-rich lipoprotein clearance); already specific to intestinal absorption.	11	internal	n0438		claude-sonnet-5	name-v2	current
4cac2222bcb66551	Strand invasion intermediate repair	true	Collided with sibling 'DNA damage repair' (near-identical name); narrowed to reflect the strand-invasion specific repair steps under the parent theme.	28	internal	n0682		claude-sonnet-5	name-v2	current
4cf45083505320e3	Notch signalling in organ development	true	Name distinguishes itself from parent by narrowing to Notch signalling and to organ development context, and differs clearly from the sibling which covers all three pathways generally.	10	internal	n0345		claude-sonnet-5	name-v2	current
4d696e9820646ff2	Cytoplasmic innate immune sensing and inflammatory mediator production	true	Both children plus the direct member concern cytosolic detection of microbial or viral cues and the resulting inflammatory/antiviral mediator output; this is broader than either child but excludes adaptive immunity and unrelated cell biology.	27	internal	n0680	in_range	claude-sonnet-5	name-v2	current
4d9282fa693f2eb8	Host-virus molecular conflict	true	Name is distinct from parent (which covers viral entry/ER targeting) and sibling (viral life cycle/host interactions); it emphasizes molecular conflict dynamics.	13	internal	n0307		claude-sonnet-5	name-v2	current
4dd5e9466e7bfb8e	Lipoprotein particle assembly and clearance	true	Overlapped with sibling 'Triglyceride and lipoprotein metabolism'; narrowed to particle assembly/clearance processes distinct from triglyceride metabolism.	19	internal	n0435		claude-sonnet-5	name-v2	current
4f5c104e5f65ba97	Rho GTPase signalling	true	Already more specific than sibling 'Small GTPase signalling'/'Small GTPase cycle regulation' since Rho GTPases are a specific subfamily; no collision.	11	internal	n0606		claude-sonnet-5	name-v2	current
4f98d0913b2613d9	Transcriptional regulation of RNA synthesis	true	Overlapped with parent's broad 'RNA processing and turnover' scope; narrowed to focus on transcriptional control distinct from the splicing-coupling sibling.	18	internal	n0664		claude-sonnet-5	name-v2	current
4fadfd3a1384d040	Stress-induced translational shutdown and nutrient deprivation response	true	No siblings present and the name already differs from parent p53-mediated stress response by specifying translational shutdown and nutrient deprivation focus.	16	internal	n0757	in_range	claude-sonnet-5	name-v2	current
4fb0c55f6de06023	Endosome-to-secretory pathway protein sorting	true	Overlapped with multiple sibling trafficking themes (Vesicular membrane trafficking, Golgi-derived vesicle transport, Endomembrane vesicular trafficking and secretion, Post-Golgi trafficking); narrowed to the endosomal-secretory sorting axis distinguishing it from generic vesicular/Golgi transport siblings.	13	internal	n0538		claude-sonnet-5	name-v2	current
4fb6a60a7834d00b	Cartilage and endochondral bone development	true	No siblings to collide with, and the name is more specific than the parent, distinguishing endochondral bone/cartilage development from broader skeletal/dental regulation.	6	leaf	n0431		claude-sonnet-5	name-v2	current
4fcbd84f90ed1017	Nucleic acid sensing and antiviral defence	true	Distinct from parent and sibling: focuses on nucleic acid sensors and antiviral interferon defence, unlike the inflammasome-focused sibling and the broader inflammatory mediator parent.	24	internal	n0477		claude-sonnet-5	name-v2	current
50193b7c60ca5684	Thrombin generation and signalling	true	Distinct from parent 'Coagulation cascade regulation' and sibling 'Hemostasis and coagulation'; specifically about thrombin generation and signalling.	3	leaf	n1052		claude-sonnet-5	name-v1	superseded
5031616c6be7b18c	Microtubule-based vesicle transport	true	Overlapped with sibling 'Microtubule-based organelle transport' by including organelles; narrowing to vesicle cargo specifically distinguishes it from that sibling and remains under the parent's broader organelle-and-cargo scope.	6	leaf	n0260		claude-sonnet-5	name-v2	current
505c2f828f7e9c4b	Dietary lipid absorption and lipoprotein metabolism	true	Distinct from parent and siblings; specifically covers intestinal dietary lipid absorption and chylomicron/lipoprotein metabolism, unlike bile acid, cholesterol/HDL, adipocyte storage, or triglyceride/phospholipid themes.	32	internal	n0500		claude-sonnet-5	name-v2	current
5063a9faeaed21e7	Meiotic recombination and segregation	true	Repeated core meaning of parent 'Meiotic chromosome and spindle dynamics'; renamed to specify the meiosis-specific processes distinguishing it from that parent and from the maturation-control sibling.	5	leaf	n0187		claude-sonnet-5	name-v2	current
50753453a22d3d51	Nucleoside and analogue metabolism	true	Overlapped with sibling 'Nucleotide metabolism'; narrowed to focus on nucleosides and analogues, distinguishing it from the broader nucleotide metabolism sibling.	18	internal	n0052		claude-sonnet-5	name-v2	current
50ce908bc8ea9f13	p53-mediated DNA damage response regulation	true	No sibling collisions and it is more specific than the parent (DNA damage response regulation vs. apoptosis/transcriptional regulation broadly).	7	leaf	n0441		claude-sonnet-5	name-v2	current
50e6a2ff3c53adf8	p53-dependent DNA repair pathways	true	Distinguishes from parent 'p53-mediated cell cycle arrest' (a different p53 output) and sibling 'apoptosis and transcriptional regulation'; focuses specifically on repair mechanisms rather than broader damage response.	10	internal	n0628	pathways	claude-sonnet-5	name-v2	current
5131a846dc13cb97	Regulation of progenitor proliferation and self-renewal	true	Distinct from parent and siblings; clearly specific to progenitor proliferation/self-renewal regulation, not overlapping with 'Stem and progenitor cell differentiation' or other listed themes.	6	leaf	n0132		claude-sonnet-5	name-v2	current
51678770962dd9e9	Cell junction assembly and signaling	true	Overlapped with parent 'Cell-cell and cell-matrix adhesion' by repeating 'adhesion'; narrowing to junction assembly/signaling distinguishes it from the cadherin-based adhesion dynamics sibling.	15	internal	n0087		claude-sonnet-5	name-v2	current
51a025280207c418	Systemic glucose homeostasis	true	Overlapped with parent 'Beta cell glucose sensing and insulin release'; renaming to focus on whole-body glucose regulation distinguishes it from the parent's beta cell-specific mechanism and the sibling's broader beta cell biology.	13	internal	n0144		claude-sonnet-5	name-v2	current
51b79e1a06793d9f	Platelet dense and alpha granule secretion	true	Overlapped with parent 'Platelet activation and adhesion signalling'; renamed to specify granule secretion mechanism, distinguishing from parent and from sibling 'Coagulation cascade'.	7	internal	n0148		claude-sonnet-5	name-v2	current
51bf323113e270e5	Ubiquitin-mediated protein degradation	true	Both children involve building/removing ubiquitin marks and activating ligases that target substrates for proteasomal destruction, but neither child term alone covers the shared degradation-tagging biology.	6	internal	n0778		claude-sonnet-5	name-v1	superseded
51cd391d2269022f	PD-1/CTLA-4 checkpoint restraint pathways	true	Name essentially repeats both parents (Lymphocyte immune checkpoint restraint; Immune checkpoint regulation of lymphocyte activity) without adding specificity; naming the actual checkpoint pathways distinguishes it.	7	leaf	n0147	pathways	claude-sonnet-5	name-v2	current
51f96a95e4e44aca	Hedgehog signalling in neural tube patterning	true	The child covers neural tube and CNS morphogenesis, while the direct members concern Hedgehog/smoothened signalling, a pathway central to neural tube patterning; together they form a coherent umbrella of Hedgehog-driven CNS morphogenesis without broadening to unrelated developmental signalling.	18	internal	n0684		claude-sonnet-5	name-v2	current
51fd1de0077fbe37	Aldosterone-driven osmotic balance	true	Name did not reflect the aldosterone-specific parent scope and overlapped conceptually with sibling's ion transport focus; narrowed to specify aldosterone-driven fluid/osmotic regulation distinct from ion transport mechanisms.	15	internal	n0388		claude-sonnet-5	name-v2	current
5222fbbc2bbdecad	PI3K/AKT signalling	true	All members involve receptor-driven activation of PI3K and AKT (or the upstream kinase network feeding into it), spanning receptor tyrosine kinase, IGF1R, CD28 and oncogenic PI3K variants of this cascade.	5	leaf	n0255		claude-sonnet-5	name-v2	current
5239c59a5c2c26a0	Contractile-to-synthetic VSMC dedifferentiation	true	Repeated parent's phenotype switching concept without adding specificity; revised to name the specific transition process being described.	5	leaf	n0136		claude-sonnet-5	name-v2	current
52d056b5795d45cd	Organic and inorganic anion exchangers	true	Overlapped with sibling 'Inorganic ion transport and homeostasis'; narrowed to specific anion exchanger/transporter proteins rather than general ion transport.	17	internal	n0741		claude-sonnet-5	name-v2	current
52f628602838b48e	Wnt and Hedgehog pathway components	true	Repeats parent name 'Wnt and Hedgehog signalling in development'; needs specificity distinguishing it as the core pathway components rather than repeating the developmental signalling scope.	14	internal	n0290	sentence_case	claude-sonnet-5	name-v2	current
5346e5ed7bec1676	Wnt pathway components	true	Sibling 'Wnt and Hedgehog signaling' covers signaling; this theme is actually about pathway components per parent, so renamed for clarity and distinction.	11	internal	n0279		claude-sonnet-5	name-v2	current
5347634e35870488	Purine base salvage	true	Nearly identical to parent 'Purine and nucleoside salvage and catabolism' and sibling 'Purine nucleoside salvage and catabolism'; narrowing to purine base salvage (excluding catabolism and nucleoside-specific salvage) distinguishes it.	6	leaf	n0177		claude-sonnet-5	name-v2	current
53db6c0372739130	TCR signaling and general T cell activation	true	Overlapped with sibling themes on CD4 helper lineage differentiation and Th1/2 differentiation; narrowed to core TCR-driven activation distinct from helper subset specification.	15	internal	n0728	in_range;general	claude-sonnet-5	name-v2	current
53e007e7144ffb63	Chromatin dynamics and mitotic genome maintenance	true	No siblings to collide with, and the name is more specific than the parent, focusing on chromatin/mitotic maintenance rather than general DNA damage response.	22	internal	n0532		claude-sonnet-5	name-v2	current
546cbdd3c9ae7a4a	Regulation of VEGF-driven angiogenesis	true	Name repeated parent concept generically; narrowed to specify VEGF-driven regulation matching parent themes' focus.	5	leaf	n0221		claude-sonnet-5	name-v2	current
547fb5bded9cb66a	Chemosensory and monoaminergic behaviour	true	No parent to repeat, and no sibling addresses chemosensory/monoaminergic behaviour; distinct from all listed themes.	18	internal	n0785		claude-sonnet-5	name-v2	current
548caad889e07608	Lipoprotein particle turnover regulation	true	Overlaps with sibling 'Plasma lipoprotein metabolism' and closely echoes parent 'Lipoprotein particle assembly and clearance'; renamed to emphasize regulatory turnover aspect distinct from assembly/clearance and plasma-focused metabolism.	14	internal	n0687		claude-sonnet-5	name-v2	current
54b12e724b28f2c7	DNA damage response and genome maintenance	true	Covers the DNA damage response/repair children plus telomere maintenance via recombination, which shares the same recombination-based genome-stability machinery but extends beyond repair of damage per se.	56	internal	n0249		claude-sonnet-5	name-v2	current
54d39f3ee0ff6276	Endosome-lysosome vesicle transport machinery	true	Repeated parent's scope (vesicular trafficking to endosomes/lysosomes) without adding specificity; revised to distinguish from sibling 'Vacuolar and lysosomal trafficking' by focusing on transport machinery/mechanism.	8	leaf	n0350		claude-sonnet-5	name-v2	current
55c9c4632c9942ef	Steroid and peptide hormone secretion regulation	true	Adds direct members on regulating IGF, corticotropin, and steroid hormone secretion to the child's steroidogenesis/sex differentiation scope, broadening from biosynthesis to secretion control of related endocrine axes.	9	internal	n0235		claude-sonnet-5	name-v2	current
55e89bb1fc362873	Wnt and Hedgehog signalling in development	true	Repeated the parent name; distinguishes from sibling 'Notch signalling in organ development' by covering the Wnt and Hedgehog pathways instead of Notch.	20	internal	n0638	sentence_case	claude-sonnet-5	name-v2	current
55ea9a2c828178c6	Mitochondrial RNA transcription and processing	true	Overlapped with sibling 'RNA processing and turnover'; narrowing to mitochondrial-specific transcription/processing distinguishes it from the broader RNA processing sibling.	9	internal	n0577		claude-sonnet-5	name-v2	current
55ecd9ad0d52f5c6	FGFR signalling via PI3K and RAS/MAPK	true	Overlapped with parent 'PI3K/AKT axis' and sibling 'RTK to PI3K/AKT signalling'; specifying FGFR as the receptor and both downstream axes distinguishes it.	9	internal	n0392		claude-sonnet-5	name-v2	current
567683bddcaf89fd	Adhesion complex assembly	true	Nearly identical to sibling 'Cell-cell junction organization' and overlaps parent 'Tight and adherens junction assembly'; renamed to emphasize adhesion complex formation broadly.	4	leaf	n0170		claude-sonnet-5	name-v2	current
57505e414f0c1cb1	Chromosome condensation regulation	true	Distinct from parents and siblings; focuses on condensin-mediated compaction rather than segregation fidelity, structure maintenance, kinetochore attachment, or cohesion.	3	leaf	n1063		claude-sonnet-5	name-v1	superseded
57a1d157069ba251	Sodium and potassium ion transport	true	All members involve plasma-membrane transporters, channels and pumps (chiefly Na+/K+-ATPase, cotransporters and channels) that move sodium and potassium ions or maintain their homeostasis.	6	leaf	n0111		claude-sonnet-5	name-v2	current
57d53dd07ff0cc0e	Chromatin, transcription and nuclear gene expression	true	Both children cover chromatin/DNA regulation and the general nuclear machinery producing gene expression, and the direct members extend into RNA polymerase II elongation and chromosome-linked gene regulation, all converging on nuclear control of gene expression.	112	internal	n0197		claude-sonnet-5	name-v2	current
57f0de34fd0ee8a4	IL-1-driven leukocyte recruitment	true	Distinct from parent (specifies IL-1 branch and leukocyte recruitment outcome vs broader IL-1/TNF signaling) and from sibling (alarmin/neutrophil/type2 focus differs from IL-1-driven leukocyte recruitment).	9	internal	n0281		claude-sonnet-5	name-v2	current
589dbe4e7d2d5fd3	Vascular tone and blood pressure regulation	true	Both children (angiotensin/endothelin hormonal control and smooth muscle contraction) plus the endothelin-mediated pressure regulation member converge on how vascular tone and pressure are physiologically controlled.	13	internal	n0571		claude-sonnet-5	name-v2	current
594a29718d4a8297	Heavy metal and drug detoxification	true	Overlapped with 'Metal ion homeostasis and cellular stress response', 'Metal and porphyrin homeostasis', and 'Xenobiotic and small-molecule conjugation metabolism'; narrowed to heavy metal detoxification and drug metabolism specifically.	15	internal	n0742		claude-sonnet-5	name-v2	current
59fabbc168079921	Chromatin remodeling in imprinted loci	true	Repeated parent's scope of histone/DNA marks; no siblings but name should specify imprinting context rather than generic chromatin modification.	8	internal	n0458		claude-sonnet-5	name-v2	current
5a0ad2137097f4e7	Homologous recombination repair	true	Nearly indistinguishable from sibling 'DNA repair'; renamed to reflect its specific role in homologous recombination strand invasion, its parent theme.	30	internal	n0611		claude-sonnet-5	name-v2	current
5b060a46f6554bf5	Ribosome biogenesis	true	The RNA metabolism portion duplicated the parent 'mRNA metabolism' and overlapped siblings 'RNA processing and turnover'/'mRNA processing and turnover'; narrowing to ribosome biogenesis isolates the distinct ribosomal assembly focus.	39	internal	n0765		claude-sonnet-5	name-v2	current
5b6d4c6a9b5e7002	Fibroproliferative wound healing response	true	Overlapped with sibling 'Vascular response to injury and hypoxia' and 'Cell adhesion and contractile machinery in tissue repair'; narrowed to the fibroproliferative/wound-closure aspect distinct from hypoxia-driven vascular signalling.	24	internal	n0737		claude-sonnet-5	name-v2	current
5bcfb35ce3b2c5ae	Mitotic cell cycle and organelle partitioning	true	No siblings and name is distinct from parent 'Cell cycle checkpoint control', covering mitotic progression and organelle partitioning rather than checkpoint control specifically.	24	internal	n0798		claude-sonnet-5	name-v2	current
5bdc608bb2406c7b	Fibrinolysis and clot regulation	true	Repeats parent name 'Hemostasis and platelet-mediated cell adhesion' and duplicates sibling 'Hemostasis' exactly; needs to specify the distinct regulatory aspect it covers.	13	internal	n0224		claude-sonnet-5	name-v2	current
5be5e65e7441bed9	Cross-generational epigenetic memory maintenance	true	Overlapped heavily with sibling 'Chromatin marking and imprinting' and repeated parent's chromatin theme; narrowed to focus on maintenance of imprinting across generations.	10	internal	n0310		claude-sonnet-5	name-v2	current
5ce140d24af91712	Gene expression and post-translational protein modification	true	Name is distinct from parent and sibling; post-translational modification focus separates it from both.	36	internal	n0783		claude-sonnet-5	name-v2	current
5cfc8119b8e89d2e	Amino acid, nucleobase and vitamin B6 metabolism	true	Name is distinct from parent 'Nitrogen assimilation pathways' and sibling 'Mitochondrial amino acid, cofactor and nitrogen metabolism'; no collision.	9	internal	n0529	in_range	claude-sonnet-5	name-v2	current
5d24f0cdde62dd94	Leukocyte adhesion and recruitment signalling	true	Both children cover leukocyte movement into tissue via chemotaxis/adhesion, and the direct members add chemokine/integrin/receptor signalling modules and inflammatory myeloid responses that drive the same recruitment process, so the parent broadens to the signalling underlying leukocyte adhesion and recruitment without becoming a generic immune-signalling label.	18	internal	n0395		claude-sonnet-5	name-v2	current
5e07bc46404672b7	Cortical spindle orientation cues	true	Collided with sibling 'Mitotic spindle and cytokinesis machinery'; narrowed to cortical positioning cues distinct from the machinery components sibling covers.	25	internal	n0583		claude-sonnet-5	name-v2	current
5e320b510a7cc3e5	Extrinsic apoptotic signalling	true	Distinct from parent and sibling; clearly names the death-receptor pathway branch of apoptosis.	7	leaf	n0511		claude-sonnet-5	name-v2	current
5e799bb2d84e9d24	RTK signalling to RAS/MAPK	true	Nearly identical to parent 'Receptor tyrosine kinase signal transduction'; renamed to specify the RAS/MAPK downstream branch, distinguishing it from siblings covering oncogenic ERBB2 signalling and PI3K/AKT signalling.	16	internal	n0801		claude-sonnet-5	name-v2	current
5edec9624de6f760	Hematopoietic and immune cell differentiation	true	Covers the child's progenitor self-renewal regulation plus direct members spanning hematopoietic progenitor, leukocyte, lymphocyte and T cell differentiation, without narrowing to any single lineage.	10	internal	n0274		claude-sonnet-5	name-v2	current
5f37b1b7354247d2	NF-kB-driven inflammatory gene induction	true	Overlapped with sibling 'Death receptor-induced apoptosis and its regulation' on death receptor signaling; narrowed to NF-kB transcriptional inflammatory output to distinguish from apoptosis-focused sibling.	19	internal	n0316		claude-sonnet-5	name-v2	current
5fc12ffb3b2d37e0	ERBB2 and RTK-driven oncogenic signalling	true	Distinct from parent and siblings: specifically about ERBB2/RTK oncogenic drivers, not general RTK signal transduction or PI3K/AKT signalling.	18	internal	n0369		claude-sonnet-5	name-v2	current
602b2af67ceeb8c8	Notch receptor processing and signalling	true	All members concern proteolytic and glycosylation-based processing of Notch receptors and regulation of the resulting signalling pathway.	4	leaf	n0970		claude-sonnet-5	name-v1	superseded
60e22c623665db2f	G1/S checkpoint control	true	Distinct from parent (which covers broader checkpoint control) and from siblings (phase transitions, mitotic division); G1/S checkpoint control is specific to that particular checkpoint.	7	leaf	n0427		claude-sonnet-5	name-v2	current
6109fe26ec5435aa	Ribosome biogenesis and rRNA processing	true	Repeated the parent 'Ribosome biogenesis' and overlapped ambiguously with sibling 'Ribosome biogenesis and mRNA surveillance'; specifying rRNA processing distinguishes it from the mRNA-focused sibling.	29	internal	n0368		claude-sonnet-5	name-v2	current
6134d5ac4c89a1e8	Nonsense-mediated mRNA decay	true	Overlapped with parent 'mRNA processing and turnover' and sibling 'mRNA stability regulation'; narrowing to a specific decay pathway distinguishes it.	14	internal	n0172		claude-sonnet-5	name-v2	current
619a85b10eab47ce	Ribosomal RNA transcription and ribosome assembly	true	Distinct from parent (parent covers rRNA processing generally, this focuses on transcription and assembly) and from sibling (RNA biogenesis and processing is broader/different scope).	13	internal	n0616		claude-sonnet-5	name-v2	current
61f557d737740ce9	Gametogenesis and reproductive development	true	Distinct from all siblings including 'Hormone-responsive reproductive development'; no parent to collide with as a root theme.	23	internal	n0232		claude-sonnet-5	name-v2	current
621e2f7e55cb0d3f	Cardiac ion channel regulation	true	Both children and all representative members concern control of ion channel activity, trafficking and gating that shapes cardiac membrane potential and action potentials, narrower than general excitability or ion transport.	13	internal	n0239		claude-sonnet-5	name-v2	current
623722b89fa0130e	VEGF-mediated angiogenic sprouting	true	Overlapped with sibling 'VEGF signalling in vascular and lymphatic development'; narrowed to the angiogenic sprouting process specifically, distinguishing from the signalling-focused sibling.	8	internal	n0453		claude-sonnet-5	name-v2	current
627bb4a0ef9b5bd6	Gliogenesis and glial proliferation control	true	No sibling addresses glial proliferation or gliogenesis specifically; name is distinct from parent's broader proteinopathy/glial fate scope.	4	leaf	n0169		claude-sonnet-5	name-v2	current
627e601361b7dffc	Coagulation cascade regulation	true	Overlapped with sibling 'Hemostasis' and parent's hemostasis/platelet terms; narrowed to the coagulation cascade specifically to distinguish it.	19	internal	n0143		claude-sonnet-5	name-v2	current
628bbad00bd616fe	Extracellular matrix remodelling in vascular repair	true	Overlapped with siblings 'Extracellular matrix and connective tissue integrity' and 'Vascular injury response and wound healing'; narrowed to matrix remodelling specifically during vascular repair processes.	11	internal	n0645		claude-sonnet-5	name-v2	current
62c57254bb4258a5	Damaged base recognition and excision	true	Repeated the parent term 'base excision repair'; new name specifies the sub-step without reusing parent's name.	5	leaf	n0050		claude-sonnet-5	name-v2	current
632a7a5e4c01c40d	Meiotic germ cell division	true	Overlaps with parent 'Germ cell meiosis and fertilisation'; renamed to focus specifically on the meiotic division process, distinct from sibling 'Sperm-egg fertilisation'.	13	internal	n0002		claude-sonnet-5	name-v2	current
632eec0717d5a0ef	Macrophage cholesterol handling in foam cell formation	true	Name is already distinct from parents and sibling; it specifically identifies macrophage foam cell formation, not a general term.	5	leaf	n0166	in_range	claude-sonnet-5	name-v2	current
634cf84b01206915	Somatotropic axis growth regulation	true	All members involve hypothalamic-pituitary-adrenal or growth hormone/IGF endocrine signalling that sets body growth rate and its positive or negative regulation.	7	leaf	n0418		claude-sonnet-5	name-v2	current
63573d36fb5dc8c0	Leukocyte and cell migration signalling	true	Name is distinct from parent and siblings; it uniquely covers chemotaxis/migration signaling, unlike differentiation, apoptosis, or cytokine-focused siblings.	21	internal	n0767		claude-sonnet-5	name-v2	current
63820864e19aa4c0	Mitotic and meiotic division machinery	true	Covers the mitotic apparatus/segregation children plus centrosome and meiotic spindle-assembly members, tightening beyond a bare 'cell division' to the structural machinery of chromosome segregation in both division types.	43	internal	n0782		claude-sonnet-5	name-v2	current
