key	kind	quote	reason
go:GO:1902165	unsupported	its tuning explains much of why cancer cells resist chemotherapy and radiation	Specific clinical resistance claim not supported by the gene set or curated definition.
go:GO:1902165	wrong	acetylation-dependent control through SIRT1 and KDM1A	KDM1A/LSD1 is a lysine demethylase acting on p53 methylation, not acetylation; SIRT1 is the deacetylase.
go:GO:1903294	wrong	RAB3GAP1 activates Rab3 to govern the vesicle cycle	RAB3GAP1 is the catalytic subunit of Rab3 GTPase-activating protein; it stimulates GTP hydrolysis and thereby inactivates Rab3, not activates it.
go:GO:1905203	unsupported	the Rho-associated kinases ROCK1 and ROCK2 transmit mechanical tension and actomyosin contractility into profibrotic transcription; calcineurin and RUNX1 couple calcium and injury signals to that program	The specific mechanistic roles assigned to RUNX1 and calcineurin (PPP3CA) in fibrosis signaling are not established by the gene list or curated description.
go:GO:1905962	unsupported	Failure of these steps produces congenital retinal dysfunction, ataxia and intellectual disability, linking cell-fate choice to circuit wiring.	Named disease associations are not supported by the gene set name or curated description.
go:GO:1905962	unsupported	PROX1 and PRDM1 partition progenitors among retinal cell classes	Plausible but specific; PRDM1/PROX1 roles in fate partitioning are inferred, not given by name or list.
go:GO:1905962	unsupported	the principal driver of excitatory transmission in the retina, cortex and cerebellum	Tissue specification beyond what the gene list/name establishes.
go:GO:1990079	unsupported	Metal handling matters too, with a zinc-responsive transcription factor and a manganese and zinc transporter linking trace element supply to glycosyltransferase activity and proteoglycan synthesis.	The specific mechanism tying MTF1/SLC39A8 to glycosyltransferase activity and proteoglycan synthesis is not implied by the name or gene list; in cartilage ZIP8/MTF1 are chiefly reported for zinc influx driving matrix-degrading enzyme expression.
go:GO:1990144	unsupported	It sets the threshold that decides infarct size in ischaemic heart and brain, and its suppression lets tumour cells survive the hypoxic cores of solid masses.	Specific disease claims about infarct size and tumor hypoxic cores are not supported by the gene list or curated description.
go:GO:1990144	unsupported	the ATF2-driven stress transcriptional response	ATF2 is included, but characterizing it here as a pro-survival counterbalancing input is not supported; ATF2 can be pro-apoptotic.
go:GO:1990573	wrong	Na-K-2Cl and K-Cl cotransporters of the SLC12 family couple potassium entry to sodium and chloride fluxes	K-Cl cotransporters (KCC1-4, SLC12A4-7) normally mediate K+ efflux with Cl-, not potassium entry; only the NKCC/NCC branch imports K+.
go:GO:2000291	unsupported	Failure of this regulation contributes to muscle wasting, poor regeneration and myopathy.	Disease outcome claim not supported by the gene list or curated definition.
go:GO:2000340	unsupported	sustained activation contributes to psoriasis, inflammatory arthritis and neutrophil-driven tissue damage, while its loss leaves barrier tissues poorly defended against bacterial and fungal infection.	Specific disease associations and infection susceptibility are not derivable from the GO term or gene list.
go:GO:2001186	wrong	HFE and related MHC class I-like molecules modulate peptide presentation	HFE is an MHC class I-like protein that does not bind or present peptides; it regulates iron uptake via transferrin receptor binding.
reactome:R-HSA-167172	unsupported	Blocking or failing to activate it is what distinguishes latent, therapy-resistant reservoirs from replicating virus.	Claim about HIV latency reservoirs and therapy resistance is not supported by the gene list or curated description.
reactome:R-HSA-202670	unsupported	Because ERK output drives proliferation, differentiation and survival decisions, the duration and location of its activity determines the cellular response, and loss of shutdown contributes to unchecked growth in cancers with hyperactive RAS-RAF input.	Specific disease/oncogenic claim about loss of phosphatase shutdown driving RAS-RAF-driven cancers is not supported by the gene list or curated description.
reactome:R-HSA-209543	unsupported	and it shapes responses to axonal damage and neurodegenerative stress	No support in name, curated description or gene list for roles in axonal damage/neurodegeneration.
reactome:R-HSA-210746	unsupported	This cascade sits within pancreatic organogenesis and is the template followed when stem cells are directed toward insulin-producing cells in vitro.	In vitro stem-cell differentiation protocols are not mentioned or implied by the gene set or curated description.
reactome:R-HSA-210746	unsupported	causes neonatal diabetes with malabsorptive diarrhoea, since related endocrine cells of the gut depend on the same factor	Specific disease association (NEUROG3 loss causing congenital malabsorptive diarrhoea/neonatal diabetes) is a detailed clinical claim not derivable from the name, curated text, or gene list.
reactome:R-HSA-210746	unsupported	suppress alternative acinar and ductal programmes	Repression of exocrine programmes by these factors is not stated in the curated description and is not clearly established for all listed genes.
reactome:R-HSA-212718	unsupported	it is one of the arms exploited when EGFR is amplified or mutated in carcinoma and glioma	Specific disease association not supported by the gene list or curated description.
reactome:R-HSA-2978092	unsupported	which accumulates to millimolar levels	Specific quantitative concentration claim not supported by the gene set or curated description (though reported in literature as high micromolar-millimolar).
reactome:R-HSA-3595174	unsupported	linking this sulfation step to extracellular matrix assembly in skin, tendon, bone and nervous tissue.	Specific tissue list (tendon, bone) is not supported by the gene set or curated description.
reactome:R-HSA-3595174	wrong	the large aggregating and cell-surface proteoglycans versican, brevican, neurocan and CSPG4	CSPG4 (NG2) is a cell-surface proteoglycan but is not an aggregating lectican; grouping is loose, and CSPG5 in the list is omitted—but chiefly the lumping of CSPG4 as aggregating is inaccurate.
reactome:R-HSA-379716	unsupported	inherited mutations in these synthetases cause peripheral neuropathies, leukodystrophies and multisystem developmental disease	Specific disease associations are not derivable from the name, curated description or gene list (though broadly true for GARS1/AARS1 etc.).
reactome:R-HSA-3814836	unsupported	patients present with muscle weakness, exercise intolerance and cardiac involvement, with abnormal polyglucosan-like deposits in some fibres	Curated source mentions muscle weakness and 'other abnormalities'; specific cardiac involvement, exercise intolerance and polyglucosan deposits are not supported here (and polyglucosan bodies are characteristic of GYG1 depletion myopathy, not this non-glucosylating variant necessarily).
reactome:R-HSA-4755583	unsupported	Because O-mannosylation of alpha-dystroglycan depends on the same lipid pool, some patients also show muscular dystrophy-like features, illustrating how a single lipid-modifying step upstream of the secretory pathway constrains protein maturation across many tissues.	Specific patient dystroglycanopathy-like muscular dystrophy phenotype is not supported by the name, curated description, or gene list.
reactome:R-HSA-4755583	wrong	as the mannose donor for O-mannosylation	Dolichyl phosphate is not itself the mannose donor; dolichyl-phosphate-mannose (made from Dol-P plus GDP-mannose) is the donor.
reactome:R-HSA-5218900	unsupported	Loss of caspase-8 restraint underlies inflammatory tissue damage and embryonic lethality in animal models.	Specific mouse-knockout phenotype claims are not supported by the gene list or curated description.
reactome:R-HSA-5218900	unsupported	this route serves as a backup defence when viruses disable caspases	Teleological antiviral-backup role is not stated in the curated description; only viral FLIP-like protein blocking CASP8 is mentioned.
reactome:R-HSA-5621481	unsupported	Loss of CARD9 causes inherited susceptibility to invasive fungal infection.	A specific named disease association not derivable from the gene list or curated text (though it is established biology, it is an added specific clinical claim).
reactome:R-HSA-5658623	unsupported	Because fibroblast growth factor signalling drives limb, skeletal, kidney and diaphragm development, the amount of ligand available to kinase-competent receptors matters	Tissue/developmental specifics are not derivable from the given set.
reactome:R-HSA-5658623	unsupported	loss of FGFRL1 in humans and mice produces diaphragmatic and skeletal defects	Specific disease/phenotype claim not supported by the name, curated description, or gene list.
reactome:R-HSA-5660724	unsupported	The disorder illustrates that defective transmitter clearance, not defective synthesis or release, is sufficient to produce a severe dopaminergic movement disorder resistant to levodopa.	Levodopa resistance is a specific clinical claim not supported by the provided information.
reactome:R-HSA-5660724	unsupported	with grossly abnormal dopamine metabolite ratios in cerebrospinal fluid	Specific CSF metabolite ratio findings (elevated HVA:5-HIAA) are not derivable from the name, curated text, or single-gene list, though clinically reported.
reactome:R-HSA-5678895	unsupported	This is endoplasmic reticulum-associated degradation acting as the proximate cause of disease, and the target of corrector therapies.	Correctors act on CFTR folding, not on ERAD machinery; ERAD is a consequence of misfolding, not the proximate cause, and this claim isn't supported by the gene set or curated text.
reactome:R-HSA-5678895	wrong	derlins and ERLIN proteins mark it for retrotranslocation	Derlins form the retrotranslocation channel/complex; ERLINs are ERAD adaptors, neither 'marks' substrates — marking is ubiquitination by the E3s. Misassigns molecular roles.
reactome:R-HSA-5683678	unsupported	milder alleles underlie childhood interstitial lung disease	Genotype-phenotype claim about hypomorphic ABCA3 alleles is not supported by the name, curated text, or gene list (though plausible in literature).
reactome:R-HSA-69052	unsupported	Loss of this control permits re-replication, giving rise to gene amplification and the genome instability characteristic of tumour cells, so the pathway is best understood as the enforcement arm of once-per-cycle DNA replication.	The specific link to gene amplification and tumour-cell genome instability is not supported by the gene list or curated description.
reactome:R-HSA-72163	wrong	Without it no functional transcript reaches the cytoplasm, and mutations in its components cause retinitis pigmentosa, myelodysplastic syndromes and craniofacial disorders, while the branch-site recognition subunit SF3B1 is a recurrent cancer driver and drug target.	Intronless genes (e.g. histone genes, noted in the curated description) yield functional cytoplasmic mRNAs without splicing, so the absolute claim is incorrect.
reactome:R-HSA-72306	unsupported	Defects cause mitochondrial encephalomyopathies, microcephaly, pontocerebellar hypoplasia, sideroblastic anemia and altered type 2 diabetes risk, reflecting how tightly translational fidelity constrains tissue function.	Specific disease associations are not derivable from the gene list or curated description (though several are real, e.g. TSEN/PCH, TRNT1/SIFD, CDKAL1/T2D).
reactome:R-HSA-72766	unsupported	Defects cause ribosomopathies, anaemias and mitochondrial disease.	Specific disease associations are not supported by the gene list or curated description, though broadly plausible.
reactome:R-HSA-75064	unsupported	It is most active in brain, where recoding of the GluA2 AMPA receptor subunit at the Q/R site makes the receptor impermeable to calcium and protects neurons from excitotoxicity, and where editing of the 5-HT2C serotonin receptor tunes G-protein coupling.	The neuroprotection-from-excitotoxicity mechanism is not stated in the source and is an added inference beyond the calcium-impermeability fact.
reactome:R-HSA-75064	wrong	ADAR and ADARB1 carry out this chemistry through paired double-stranded RNA-binding domains and a catalytic deaminase domain, with duplex structure formed by intronic complementary sequences specifying which adenosines are targeted.	ADAR1 contains three dsRNA-binding domains (ADAR2 has two), so describing the family as having 'paired' dsRBDs is inaccurate.
reactome:R-HSA-75892	unsupported	Without it bleeding continues unchecked, as in von Willebrand disease or Bernard-Soulier syndrome; with it in the wrong place, arterial thrombosis follows plaque rupture.	Specific disease associations are not derivable from the gene list or curated description (though biologically plausible).
reactome:R-HSA-77286	unsupported	Inherited deficiencies, most commonly of the medium-chain dehydrogenase, cause hypoketotic hypoglycaemia, cardiomyopathy and rhabdomyolysis during catabolic stress, and are screened for in newborns.	Specific disease and newborn-screening claims are not derivable from the gene list or curated description, though broadly true of MCAD/VLCAD deficiency.
reactome:R-HSA-8956321	wrong	and deaminases, phosphorylases and AMP deaminases route intermediates between the purine and pyrimidine pools or toward degradation	No enzyme here converts material between purine and pyrimidine pools; deaminases/phosphorylases act within each pool (e.g. ADA, GMPR on purines; CDA, UPP on pyrimidines).
reactome:R-HSA-9013418	unsupported	Loss of the gene, originally identified as deleted in breast cancer, is common across tumours	Curated text says RHOBTB2 levels are decreased in many tumors and deletions reported; 'loss of the gene is common across tumours' overstates frequency.
reactome:R-HSA-9013418	unsupported	missense changes that break the CUL3 interaction cause developmental and epileptic encephalopathy	Curated description says mutations impairing CUL3 interaction cause epileptic encephalopathy; the specification as missense is not supported.
reactome:R-HSA-9025094	unsupported	This links dietary fish-oil intake directly to the enzymatic control of inflammatory resolution.	No dietary intake data or claim appears in the gene set or curated description.
reactome:R-HSA-9025094	unsupported	when they are lacking, inflammation persists and becomes chronic, as in atherosclerosis, arthritis and non-healing wounds	Specific disease associations are not supported by the gene list or curated description, which concerns DPAn-3 SPM biosynthesis only.
reactome:R-HSA-912446	wrong	resected by the MRE11-RAD50-NBN nuclease with ATM signalling and RPA coating the resulting 3' overhangs	MRE11-RAD50-NBN with CtIP/RBBP8 performs initial endonucleolytic resection, but the description's ordering is broadly acceptable; however ATM is a kinase signalling factor not a resection nuclease — arguable. Main issue is minor; flagged as borderline.
reactome:R-HSA-9615933	unsupported	Assembly begins in late anaphase as nascent membranes wrap chromatin, with ELYS seeding the NUP107-160 scaffold ring, followed by membrane-anchored nucleoporins such as NDC1 and POM121 and the central channel FG proteins.	The specific ordering placing POM121 after the NUP107-160 ring is contested; some studies show POM121 recruitment concurrent with or preceding the Y-complex, and the curated text only states assembly is temporally ordered without specifying this sequence.
reactome:R-HSA-9629232	unsupported	NEIL3 prefers single-stranded and quadruplex DNA	Curated description mentions ssDNA preference only; quadruplex DNA preference is not supported here.
reactome:R-HSA-9694301	unsupported	Host factors including the iron-sulfur scaffold protein ISCU are engaged during assembly of the resulting replicase.	Nothing in the pathway name or curated description supports a role for ISCU in replicase assembly; the curated text describes only autocleavage and glycosylation.
reactome:R-HSA-9694301	unsupported	Without it no replication-transcription machinery forms, so this processing is an early bottleneck in SARS-CoV-2 infection and the target of protease-directed antivirals.	The antiviral-target and 'bottleneck' framing is an extrapolation not derivable from the gene set or curated description (though broadly consistent with known biology).
reactome:R-HSA-9694493	unsupported	This viroporin activity alters ionic balance in the secretory pathway, supports virion budding and morphogenesis, and contributes to inflammatory activation during infection.	Inflammasome/inflammatory activation and secretory-pathway ion effects are not stated in the curated description or implied by the gene list.
reactome:R-HSA-9694493	unsupported	steps that govern its stability, oligomerisation and retention in intracellular membranes	Functional consequences of palmitoylation/ubiquitination on stability and retention are asserted beyond the source material.
reactome:R-HSA-9694493	unsupported	the mature protein forms trimeric ion-conducting channels with porin-like activity in the ER-Golgi intermediate compartment rather than reaching the plasma membrane	Curated text says trimers with porin activity not localizing to cell membrane; specific ERGIC localization is an added detail not supported here.
reactome:R-HSA-9694682	unsupported	RNA-binding proteins including the DEAD-box helicase DDX5 and the zinc-finger protein ZCRB1 associate with viral RNA or the nucleocapsid protein and modulate RNA synthesis	The curated description attributes nucleocapsid/DDX interaction to DDX1 (and ZCRB1 to IBV 5'UTR binding); a DDX5-nucleocapsid/viral RNA interaction is not established here.
reactome:R-HSA-9694682	unsupported	this genome replication and transcription step is what turns a single infecting particle into thousands	Specific burst-size quantification is not supported by the pathway name, curated text, or gene list.
reactome:R-HSA-9702518	unsupported	one of the most common and prognostically adverse lesions in acute myeloid leukaemia	Epidemiologic/prognostic claim not derivable from the gene set or curated text (though broadly consistent with literature).
reactome:R-HSA-9702518	unsupported	this axis is the rationale for FLT3 inhibitor therapy	Therapeutic rationale claim not supported by the gene list or curated description.
reactome:R-HSA-9706019	unsupported	Prenylation via its CAAX motif anchors it to membranes.	Curated text notes a CAAX prenylation motif but the functional consequence of membrane anchoring is an added mechanistic claim.
reactome:R-HSA-9706019	unsupported	acting with RAB9 on late endosomal membranes	RAB9A/B presence supports association, but the specific claim of RHOBTB3 acting with RAB9 on late endosomal membranes is an inferred mechanism; arguably supported by literature but not established here.
reactome:R-HSA-9706019	unsupported	where it cooperates with VHL to shape HIF signalling	Reported literature has RHOBTB3 promoting HIF1A degradation via VHL, but 'cooperates with VHL' as stated is not supported by the curated text; direction/mechanism unstated.
reactome:R-HSA-9706019	wrong	Expression is broad but highest in neural, cardiac and endocrine tissue	Curated description lists high levels in placenta, testis, pancreas, adrenal and salivary glands plus neural and cardiac tissues; singling out these as 'highest' misstates the list.
reactome:R-HSA-9733458	unsupported	Certain viral variants fuse more readily, linking this process to disease severity.	Curated text notes Alpha/Beta/Delta show enhanced syncytia, but the causal link to disease severity is not established here.
reactome:R-HSA-9733458	unsupported	scramblase activity of anoctamin family members, notably ANO6, exposes phosphatidylserine and lowers the barrier to lipid bilayer merger	ANO6 scramblase function is real, but the specific mechanistic claim about lowering the fusion barrier in this context is not supported by the curated description; other ANO members are chloride channels rather than scramblases.
reactome:R-HSA-9830364	unsupported	Failure here produces renal agenesis and other congenital urinary tract anomalies.	Disease association not stated in the curated description or derivable from the gene list, though plausible.
reactome:R-HSA-9855142	unsupported	its failure contributes to atherosclerosis at branch points, hypertension, disuse bone loss and touch insensitivity	Specific disease associations are not supported by the gene list or curated description.
reactome:R-HSA-9937008	unsupported	Loss of these activities lowers mitochondrial translation and respiratory capacity, and mutations in components such as the poly(A) polymerase or LRPPRC cause inherited ataxia and infantile mitochondrial disease.	Specific disease associations are not in the curated description or derivable from the gene list, though MTPAP-spastic ataxia and LRPPRC-Leigh syndrome are documented.
reactome:R-HSA-9937008	unsupported	RNA-binding partners including LRPPRC, SLIRP, FASTKD2 and NGRN organise the transcripts into granules and govern their stability and handling.	NGRN (and RCC1L) are components of the mitochondrial pseudouridylation/rRNA-maturation module rather than established mRNA granule/stability factors; the granule role is asserted for the group without support.
reactome:R-HSA-9938026	unsupported	Without it, humans have hyper-IgM syndromes and cannot mount durable protective antibody responses.	Specific disease association not derivable from the gene set or curated description (though AICDA/CD40LG deficiency does cause hyper-IgM).
reactome:R-HSA-9938027	unsupported	Failure distorts antibody quality and underlies immunodeficiency, autoantibody production and germinal-centre-derived lymphoma.	Disease associations are not stated in the curated description or implied by the gene list.
reactome:R-HSA-9938027	unsupported	it is the reason vaccination and repeated infection yield progressively better protection	Vaccination/protection claim is not in the curated description; an interpretive extrapolation.
reactome:R-HSA-9938027	unsupported	where BCL6, PAX5 and AICDA-driven somatic hypermutation, coupled to error-prone polymerases and mismatch repair, diversify the immunoglobulin variable regions	PAX5 and BCL6 are transcription factors, not drivers of somatic hypermutation; the phrasing attributes SHM to them without support.
reactome:R-HSA-9960519	unsupported	This arm of the non-canonical inflammasome underlies host defence against Gram-negative intracellular bacteria, and its overactivation contributes to sepsis and endotoxic shock.	Disease association with sepsis/endotoxic shock is not in the gene list or curated description; plausible from mouse Casp11 studies but a specific claim not settled here.
